Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
AIF,Apollo Tactical Income Fund Inc.,13.66,197578595.2,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/aif
APLE,"Apple Hospitality REIT, Inc.",19.17,3342542832,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aple
AIT,"Applied Industrial Technologies, Inc.",38.43,1511363127,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/ait
ATR,"AptarGroup, Inc.",69.88,4363797129,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/atr
WTR,"Aqua America, Inc.",29.23,5156991171,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/wtr
ARMK,Aramark,31.82,7653416054,n/a,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/armk
ABR,Arbor Realty Trust,7.04,358776112.6,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abr
ABRA,Arbor Realty Trust,24.6,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abra
ABRB,Arbor Realty Trust,23.42,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abrb
ABRC,Arbor Realty Trust,25.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abrc
ABRN,Arbor Realty Trust,24.17,0,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abrn
ARC,"ARC Document Solutions, Inc.",3.96,186088973.4,n/a,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/arc
ARCX,Arc Logistic Partners LP,12.62,243004296.4,n/a,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/arcx
MT,ArcelorMittal,3.44,5691109244,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mt
MTCN,ArcelorMittal,5.25,0,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtcn
ARHC,Arch Capital Group Ltd.,26.51,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arhc
ACI,"Arch Coal, Inc.",0.8325,17725286.14,n/a,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/aci
ADM,Archer-Daniels-Midland Company,34.39,20521884645,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm
AROC,"Archrock, Inc.",6.1,423620789.1,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aroc
ARCO,Arcos Dorados Holdings Inc.,3.1,652670577.6,n/a,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arco
ASC,Ardmore Shipping Corporation,10.83,282763762.3,n/a,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/asc
AFC,Ares Capital Corporation,25.33,202640000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afc
ARU,Ares Capital Corporation,25.39,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aru
ACRE,Ares Commercial Real Estate Corporation,11.33,324147334.5,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acre
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",13.34,228994600.1,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/ardc
ARES,Ares Management L.P.,11.72,2479937479,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/ares
AGX,"Argan, Inc.",29.95,444052746.6,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/agx
ANET,"Arista Networks, Inc.",68.87,4666380375,n/a,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,12.56,289203168.8,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ai
AIC,Arlington Asset Investment Corp,19.5,0,n/a,2015,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,19.53,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aiw
AHH,"Armada Hoffler Properties, Inc.",10.47,277667656.2,n/a,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/ahh
ARR,"ARMOUR Residential REIT, Inc.",21.36,850942243.2,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arr
ARRA,"ARMOUR Residential REIT, Inc.",23.1999,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arra
ARRB,"ARMOUR Residential REIT, Inc.",20.42,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arrb
AWI,Armstrong World Industries Inc,42.46,2350409051,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",48.05,4494105689,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,38.3,6767418500,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,31.76,2331472127,n/a,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,7.64,147374874.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,53.34,1353881481,n/a,2002,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/abg
AHP,"Ashford Hospitality Prime, Inc.",12.68,361012330.7,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ahp
AHT,Ashford Hospitality Trust Inc,5.56,530836346.3,n/a,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aht
AHTA,Ashford Hospitality Trust Inc,25.094,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahta
AHTD,Ashford Hospitality Trust Inc,25.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahtd
AHTE,Ashford Hospitality Trust Inc,25.35,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahte
ASH,Ashland Inc.,97.99,6546240176,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/ash
APB,"Asia Pacific Fund, Inc. (The)",9.52,98475574.96,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apb
GRR,"Asia Tigers Fund, Inc. (The)",8.51,30040589.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grr
ASPN,"Aspen Aerogels, Inc.",5.8,134019016.6,n/a,2014,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/aspn
AHL,Aspen Insurance Holdings Limited,45.95,2793036885,n/a,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ahl
AHLA,Aspen Insurance Holdings Limited,25.02,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahla
AHLB,Aspen Insurance Holdings Limited,26.72,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahlb
AHLC,Aspen Insurance Holdings Limited,25.95,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahlc
ASB,Associated Banc-Corp,17.32,2603679072,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asb
ASBB,Associated Banc-Corp,25.89,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asbb
ASBC,Associated Banc-Corp,25.67,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asbc
AC,"Associated Capital Group, Inc.",29.69,755588648.2,n/a,2015,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",76.07,5008379881,n/a,2004,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/aiz
AGO,Assured Guaranty Ltd.,24.94,3524632855,n/a,2004,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ago
AGOB,Assured Guaranty Ltd.,26,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agob
AGOE,Assured Guaranty Ltd.,25.83,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agoe
AGOF,Assured Guaranty Ltd.,25.02,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agof
AF,Astoria Financial Corporation,14.84,1495668677,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/af
AFC,Astoria Financial Corporation,25.294,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afc
AZN,Astrazeneca PLC,31.77,80314560000,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azn
T,AT&T Inc.,33.54,2.06338E+11,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/t
ATTO,Atento S.A.,9.21,678035696.3,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atto
AT,Atlantic Power Corporation,1.75,213763277,n/a,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/at
ATLS,"Atlas Energy, L.P.",0.75,19508074.5,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/atls
ARP,"Atlas Resource Partners, L.P.",0.8341,85206852.42,n/a,2005,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arp
ARPD,"Atlas Resource Partners, L.P.",4.69,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arpd
ARPE,"Atlas Resource Partners, L.P.",7.34,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arpe
ATO,Atmos Energy Corporation,62.26,6319803718,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ato
ATW,"Atwood Oceanics, Inc.",8.54,552145689.5,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/atw
AUO,AU Optronics Corp,2.68,2579297689,n/a,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/auo
ATHM,Autohome Inc.,30.73,3398804469,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",110.3,9715506147,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",48.82,5400704835,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",712.06,21510126370,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo
AVB,"AvalonBay Communities, Inc.",179.42,24558506327,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",37.76,9524402360,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/agr
ACP,Avenue Income Credit Strategies Fund,11.07,144729977,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/acp
AVY,Avery Dennison Corporation,59.69,5437894377,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy
AVG,AVG Technologies N.V.,18.84,986080098.7,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avg
AVH,Avianca Holdings S.A.,3.86,481046366.5,n/a,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,35.11,2187595154,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ava
AV,Aviva plc,13.86,20446877266,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/av
AVV,Aviva plc,26.9,0,n/a,2011,Finance,Life Insurance,http://www.nasdaq.com/symbol/avv
AVT,"Avnet, Inc.",38.34,5061175870,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/avt
AVP,"Avon Products, Inc.",2.79,1214761480,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,10.78,1808733231,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/avx
AXTA,Axalta Coating Systems Ltd.,24.93,5929463460,n/a,2014,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/axta
AXLL,Axiall Corporation,12.54,885074993.2,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/axll
AXS,Axis Capital Holdings Limited,54.68,5270768967,n/a,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/axs
AXSC,Axis Capital Holdings Limited,26.79,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axsc
AXSD,Axis Capital Holdings Limited,25.33,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axsd
AZUR,"Azure Midstream Partners, LP",2.98,64872213.02,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/azur
AZZ,AZZ Inc.,50.53,1303375570,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",34.73,2013532319,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bgs
BW,Babcock,19.59,1050280962,n/a,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/bw
MCI,Babson Capital Corporate Investors,17.19,333994411.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci
BGH,Babson Capital Global Short Duration High Yield Fund,16.37,328346971.8,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgh
MPV,Babson Capital Participation Investors,13.56,139117179.2,n/a,1988,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/mpv
BMI,"Badger Meter, Inc.",54.99,798069155.1,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bmi
BHI,Baker Hughes Incorporated,41.58,18132483947,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bhi
BBN,BalckRock Taxable Municipal Bond Trust,21.71,1239713707,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,69.78,9512495360,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll
BGEB,Baltimore Gas & Electric Company,26.49,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bgeb
BANC,"Banc of California, Inc.",14.09,532736024.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BANCC,"Banc of California, Inc.",27.31,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bancc
BANCD,"Banc of California, Inc.",26.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bancd
BOCA,"Banc of California, Inc.",25.44,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boca
BBVA,Banco Bilbao Viscaya Argentaria S.A.,6.69,42593089989,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,4.38,22087716406,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,4.8,24205716610,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,57.08,9145086128,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",24.02,936033098.1,n/a,1992,Finance,Commercial Banks,http://www.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,3.55,26740474400,n/a,2009,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,16.74,7886470390,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac
SAN,"Banco Santander, S.A.",4.29,61418354733,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/san
SANA,"Banco Santander, S.A.",25.71,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sana
SANB,"Banco Santander, S.A.",22,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sanb
SANC,"Banco Santander, S.A.",25.83,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sanc
SANI,"Banco Santander, S.A.",25.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sani
CIB,BanColombia S.A.,25.5,6131647125,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cib
BXS,"BancorpSouth, Inc.",21.9,2058348041,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,15.2,1.5827E+11,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac
BAC.WS.A,Bank of America Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,Bank of America Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.b
BACD,Bank of America Corporation,26.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bacd
BACE,Bank of America Corporation,22.42,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bace
BACI,Bank of America Corporation,27.14,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/baci
BACL,Bank of America Corporation,1120.44,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bacl
BACW,Bank of America Corporation,26.92,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bacw
BACY,Bank of America Corporation,26.9,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bacy
BACZ,Bank of America Corporation,25.73,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bacz
BMLG,Bank of America Corporation,18.46,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmlg
BMLH,Bank of America Corporation,18.4093,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmlh
BMLI,Bank of America Corporation,26.17,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmli
BMLJ,Bank of America Corporation,21.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmlj
BMLL,Bank of America Corporation,21.19,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmll
BOH,Bank of Hawaii Corporation,59.24,2564591067,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,51.94,33375778732,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmo
BK,Bank Of New York Mellon Corporation (The),37.15,40603188793,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk
BKC,Bank Of New York Mellon Corporation (The),25.89,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bkc
BNS,Bank of Nova Scotia (The),38.55,46381253397,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns
RATE,"Bankrate, Inc.",11.99,1191546656,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/rate
BKU,"BankUnited, Inc.",33.63,3481526446,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,11.68,49009280000,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bcs
BCS,Barclays PLC,25.84,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs
BCSA,Barclays PLC,26.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcsa
BCSC,Barclays PLC,26.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcsc
BCSD,Barclays PLC,26.53,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcsd
BNED,"Barnes & Noble Education, Inc",9.03,435726793.3,n/a,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",8.66,662223393.2,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",32.26,1771118132,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b
CUDA,"Barracuda Networks, Inc.",10.73,572732323.6,n/a,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda
ABX,Barrick Gold Corporation,8.42,9807590050,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx
BAS,"Basic Energy Services, Inc.",1.91,81389166.39,n/a,2005,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas
BXLT,Baxalta Incorporated,40.01,27146287996,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bxlt
BAX,Baxter International Inc.,36.2,19802040740,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,2.58,542481746.9,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,34.36,26805963793,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt
BBTD,BB&T Corporation,26.46,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbtd
BBTE,BB&T Corporation,26.08,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbte
BBTF,BB&T Corporation,25.18,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbtf
BBTG,BB&T Corporation,25.46,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbtg
BFR,BBVA Banco Frances S.A.,18.69,3344748999,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,14.89,244109489.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",38.33,33171143720,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce
TZF,"Bear Stearns Depositor, Inc.",90,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tzf
BZH,"Beazer Homes USA, Inc.",9.73,317787472.6,n/a,1994,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",142.36,30000454119,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx
BDC,Belden Inc,39.6,1662257916,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
BXE,Bellatrix Exploration Ltd,1.1,211160301,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,8.18,983534430.9,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",44.2,4242009429,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",18.76,947960959.7,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",27.78,860691016.4,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb
BBY,"Best Buy Co., Inc.",28.95,9921736126,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby
BGCA,"BGC Partners, Inc.",26.62,0,n/a,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
